net_a,net_b,panels_a,panels_b,cm_f,cm_pf,assemble_ms,solve_ms
/+INB1,/+INB10,1,1,3.10175e-16,0.000310175,1.1505,0.0343
/+INB1,/+INB11,1,1,2.39131e-16,0.000239131,0.0072,0.005
/+INB1,/+INB12,1,1,1.99911e-16,0.000199911,0.006,0.0031
/+INB1,/+INB13,1,1,2.25698e-16,0.000225698,0.0087,0.003
/+INB1,/+INB14,1,1,2.14188e-16,0.000214188,0.0071,0.0014
/+INB1,/+INB15,1,1,1.93223e-16,0.000193223,0.0082,0.0013
/+INB1,/+INB16,1,1,1.66047e-16,0.000166047,0.0084,0.0009
/+INB1,/+INB2,1,1,6.77875e-16,0.000677875,0.0094,0.0015
/+INB1,/+INB3,1,1,4.03888e-16,0.000403888,0.0093,0.0009
/+INB1,/+INB4,1,1,2.52974e-16,0.000252974,0.0049,0.0009
/+INB1,/+INB5,1,1,6.02845e-16,0.000602845,0.0076,0.0007
/+INB1,/+INB6,1,1,5.33214e-16,0.000533214,0.0083,0.0011
/+INB1,/+INB7,1,1,3.02348e-16,0.000302348,0.0093,0.0016
/+INB1,/+INB8,1,1,2.34604e-16,0.000234604,0.0048,0.0007
/+INB1,/+INB9,1,1,3.22169e-16,0.000322169,0.005,0.0009
/+INB1,/-INA1,1,2,9.61954e-15,0.00961954,0.005,0.0016
/+INB1,/-INA10,1,2,5.79854e-16,0.000579854,0.0059,0.0016
/+INB1,/-INA11,1,2,4.61539e-16,0.000461539,0.0053,0.0013
/+INB1,/-INA12,1,2,3.66012e-16,0.000366012,0.0049,0.001
/+INB1,/-INA13,1,2,4.18788e-16,0.000418788,0.0068,0.0019
/+INB1,/-INA14,1,2,4.03658e-16,0.000403658,0.0107,0.0013
/+INB1,/-INA15,1,2,3.595e-16,0.0003595,0.0059,0.0006
/+INB1,/-INA16,1,2,3.07208e-16,0.000307208,0.0096,0.001
/+INB1,/-INA2,1,2,1.49223e-15,0.00149223,0.0044,0.0009
/+INB1,/-INA3,1,2,7.00251e-16,0.000700251,0.0098,0.001
/+INB1,/-INA4,1,2,4.51718e-16,0.000451718,0.0085,0.0009
/+INB1,/-INA5,1,2,1.21211e-15,0.00121211,0.0083,0.0007
/+INB1,/-INA6,1,2,9.62718e-16,0.000962718,0.0048,0.0006
/+INB1,/-INA7,1,2,5.9798e-16,0.00059798,0.0068,0.001
/+INB1,/-INA8,1,2,4.23549e-16,0.000423549,0.0049,0.0012
/+INB1,/-INA9,1,2,6.22708e-16,0.000622708,0.0056,0.0009
/+INB1,/-INB1,1,12,2.87471e-14,0.0287471,0.0082,0.0085
/+INB1,/-INB10,1,18,2.84454e-15,0.00284454,0.0061,0.0182
/+INB1,/-INB11,1,16,1.63619e-15,0.00163619,0.0051,0.0094
/+INB1,/-INB12,1,13,1.66274e-15,0.00166274,0.0051,0.0046
/+INB1,/-INB13,1,7,9.28611e-16,0.000928611,0.0069,0.0038
/+INB1,/-INB14,1,6,7.61938e-16,0.000761938,0.0044,0.002
/+INB1,/-INB15,1,1,2.75702e-16,0.000275702,0.0042,0.001
/+INB1,/-INB16,1,13,1.17453e-15,0.00117453,0.0123,0.0037
/+INB1,/-INB2,1,9,2.68208e-15,0.00268208,0.0058,0.0029
/+INB1,/-INB3,1,9,1.92412e-15,0.00192412,0.0096,0.0023
/+INB1,/-INB4,1,16,2.04611e-15,0.00204611,0.0105,0.0073
/+INB1,/-INB5,1,13,9.50648e-15,0.00950648,0.0089,0.009
/+INB1,/-INB6,1,10,2.95015e-15,0.00295015,0.0052,0.004
/+INB1,/-INB7,1,12,2.2535e-15,0.0022535,0.0057,0.0039
/+INB1,/-INB8,1,14,1.96979e-15,0.00196979,0.1064,0.0053
/+INB1,/-INB9,1,9,1.04777e-15,0.00104777,0.0088,0.0042
/+INB1,/0V9_F,1,9,6.16161e-16,0.000616161,0.0106,0.0034
/+INB1,/2V0_F,1,4,8.69046e-16,0.000869046,0.0077,0.0014
/+INB1,/2V0_O,1,11,9.86141e-16,0.000986141,0.0103,0.0041
/+INB1,/ADC_CS,1,2,3.82656e-16,0.000382656,0.0051,0.0029
/+INB1,/ADC_MISO,1,1,2.75149e-16,0.000275149,0.0088,0.001
/+INB1,/ADC_MOSI,1,1,3.36095e-16,0.000336095,0.0076,0.0006
/+INB1,/ADC_SCLK,1,3,4.5914e-16,0.00045914,0.0055,0.0012
/+INB1,/CC1,1,11,6.45416e-16,0.000645416,0.0059,0.0037
/+INB1,/CC2,1,1,5.66635e-16,0.000566635,0.0094,0.001
/+INB1,/DEC1,1,1,2.91358e-16,0.000291358,0.0088,0.0008
/+INB1,/DEC3,1,3,5.42544e-16,0.000542544,0.0092,0.0013
/+INB1,/DEC4_6,1,14,1.09696e-15,0.00109696,0.0094,0.0045
/+INB1,/DEC5,1,3,5.41934e-16,0.000541934,0.0054,0.0009
/+INB1,/DECUSB,1,3,5.80025e-16,0.000580025,0.0088,0.0012
/+INB1,/LB,1,12,1.58754e-15,0.00158754,0.0094,0.0033
/+INB1,/LG,1,2,5.81688e-16,0.000581688,0.009,0.0009
/+INB1,/LR,1,9,1.02592e-15,0.00102592,0.0101,0.0025
/+INB1,/MUX_MID1,1,25,2.68333e-15,0.00268333,0.0064,0.0118
/+INB1,/MUX_MID2,1,10,1.59303e-15,0.00159303,0.0059,0.0029
/+INB1,/OUTA1,1,1,4.25084e-15,0.00425084,0.0096,0.0009
/+INB1,/OUTA10,1,1,3.67184e-16,0.000367184,0.0095,0.0006
/+INB1,/OUTA11,1,1,3.05369e-16,0.000305369,0.0059,0.0005
/+INB1,/OUTA12,1,1,2.3296e-16,0.00023296,0.0096,0.001
/+INB1,/OUTA13,1,1,2.73829e-16,0.000273829,0.0066,0.0007
/+INB1,/OUTA14,1,1,2.65173e-16,0.000265173,0.01,0.003
/+INB1,/OUTA15,1,1,2.29264e-16,0.000229264,0.0049,0.0008
/+INB1,/OUTA16,1,1,1.96147e-16,0.000196147,0.0054,0.0009
/+INB1,/OUTA2,1,1,1.0264e-15,0.0010264,0.0109,0.0019
/+INB1,/OUTA3,1,1,4.40728e-16,0.000440728,0.0057,0.0008
/+INB1,/OUTA4,1,1,2.87204e-16,0.000287204,0.0048,0.0009
/+INB1,/OUTA5,1,1,7.65408e-16,0.000765408,0.0044,0.0011
/+INB1,/OUTA6,1,1,5.97857e-16,0.000597857,0.01,0.0008
/+INB1,/OUTA7,1,1,3.9856e-16,0.00039856,0.0046,0.0006
/+INB1,/OUTA8,1,1,2.68968e-16,0.000268968,0.0053,0.0008
/+INB1,/OUTA9,1,1,3.97435e-16,0.000397435,0.0103,0.0009
/+INB1,/P0.00{slash}XL1,1,10,5.82187e-15,0.00582187,0.005,0.0039
/+INB1,/P0.01{slash}XL2,1,3,6.06131e-16,0.000606131,0.0047,0.0017
/+INB1,/P0.02{slash}AIN0,1,1,9.89342e-17,9.89342e-05,0.008,0.0008
/+INB1,/P0.03{slash}AIN1,1,1,9.95688e-17,9.95688e-05,0.009,0.0009
/+INB1,/P0.04,1,11,1.92584e-15,0.00192584,0.0114,0.0046
/+INB1,/P0.05,1,7,2.97128e-16,0.000297128,0.01,0.0022
/+INB1,/P0.06,1,1,2.09053e-16,0.000209053,0.0083,0.0005
/+INB1,/P0.07,1,11,4.43035e-15,0.00443035,0.0102,0.0043
/+INB1,/P0.08,1,1,1.04042e-16,0.000104042,0.0047,0.0007
/+INB1,/P0.09{slash}NFC1,1,1,1.02506e-16,0.000102506,0.0083,0.001
/+INB1,/P0.10{slash}NFC2,1,1,1.01809e-16,0.000101809,0.0084,0.0008
/+INB1,/P0.11,1,1,1.05113e-16,0.000105113,0.0093,0.0009
/+INB1,/P0.12,1,1,1.05522e-16,0.000105522,0.0079,0.0006
/+INB1,/P0.14,1,1,1.07608e-16,0.000107608,0.008,0.0008
/+INB1,/P0.16,1,1,1.07545e-16,0.000107545,0.0048,0.0005
/+INB1,/P0.19,1,1,1.07403e-16,0.000107403,0.0089,0.0008
/+INB1,/P0.20,1,1,1.08143e-16,0.000108143,0.0087,0.001
/+INB1,/P0.21,1,1,1.07324e-16,0.000107324,0.008,0.0008
/+INB1,/P0.22,1,1,1.08059e-16,0.000108059,0.005,0.0006
/+INB1,/P0.23,1,1,1.07239e-16,0.000107239,0.0054,0.0035
/+INB1,/P0.24,1,1,1.0797e-16,0.00010797,0.0088,0.0019
/+INB1,/P0.25,1,1,1.07149e-16,0.000107149,0.0048,0.0005
/+INB1,/P0.26,1,10,1.86313e-15,0.00186313,0.0056,0.0035
/+INB1,/P0.27,1,10,1.41088e-15,0.00141088,0.0046,0.0023
/+INB1,/P0.28{slash}AIN4,1,1,9.96231e-17,9.96231e-05,0.005,0.0006
/+INB1,/P0.29{slash}AIN5,1,1,9.89853e-17,9.89853e-05,0.0063,0.0008
/+INB1,/P0.30{slash}AIN6,1,1,9.9673e-17,9.9673e-05,0.0052,0.0019
/+INB1,/P0.31{slash}AIN7,1,1,9.9032e-17,9.9032e-05,0.0045,0.0007
/+INB1,/P1.00,1,1,1.07875e-16,0.000107875,0.0061,0.0009
/+INB1,/P1.01,1,1,1.05867e-16,0.000105867,0.0096,0.0006
/+INB1,/P1.02,1,18,5.00791e-15,0.00500791,0.0056,0.0106
/+INB1,/P1.05,1,1,1.04389e-16,0.000104389,0.0053,0.0008
/+INB1,/P1.06,1,1,1.03931e-16,0.000103931,0.0062,0.0005
/+INB1,/P1.08,1,7,3.67245e-16,0.000367245,0.0059,0.0019
/+INB1,/P1.09,1,1,2.74582e-16,0.000274582,0.0049,0.0007
/+INB1,/P1.10,1,1,9.86868e-17,9.86868e-05,0.0078,0.0005
/+INB1,/P1.11,1,1,9.93795e-17,9.93795e-05,0.006,0.0006
/+INB1,/P1.12,1,1,9.94469e-17,9.94469e-05,0.0061,0.0006
/+INB1,/P1.13,1,1,9.8819e-17,9.8819e-05,0.0059,0.0009
/+INB1,/P1.14,1,1,9.951e-17,9.951e-05,0.0055,0.0006
/+INB1,/P1.15,1,1,9.88787e-17,9.88787e-05,0.008,0.0009
/+INB1,/RF,1,6,7.18703e-16,0.000718703,0.0085,0.0014
/+INB1,/S0,1,10,3.81492e-15,0.00381492,0.0087,0.0026
/+INB1,/S1,1,13,3.21983e-15,0.00321983,0.0089,0.0039
/+INB1,/S2,1,10,3.18604e-15,0.00318604,0.0089,0.0028
/+INB1,/S3,1,11,1.20781e-15,0.00120781,0.0145,0.0033
/+INB1,/SGND,1,42,8.45782e-15,0.00845782,0.0083,0.023
/+INB1,/SGND_ADC,1,4,9.19981e-16,0.000919981,0.0109,0.0039
/+INB1,/SGND_BUF,1,5,8.97308e-16,0.000897308,0.0051,0.0018
/+INB1,/SGND_O,1,8,1.43084e-15,0.00143084,0.0051,0.0032
/+INB1,/SIG1,1,15,-2.67179e-14,-0.0267179,0.0088,0.0048
/+INB1,/SIG10,1,15,3.27628e-15,0.00327628,0.0078,0.0041
/+INB1,/SIG11,1,15,2.62854e-15,0.00262854,0.0052,0.0032
/+INB1,/SIG12,1,15,2.06371e-15,0.00206371,0.0086,0.0043
/+INB1,/SIG13,1,15,2.37089e-15,0.00237089,0.0068,0.0041
/+INB1,/SIG14,1,15,2.28856e-15,0.00228856,0.0115,0.0092
/+INB1,/SIG15,1,15,2.03076e-15,0.00203076,0.0486,0.0038
/+INB1,/SIG16,1,15,1.73403e-15,0.00173403,0.0172,0.0034
/+INB1,/SIG2,1,15,8.69713e-15,0.00869713,0.0077,0.0038
/+INB1,/SIG3,1,15,3.92909e-15,0.00392909,0.0065,0.0035
/+INB1,/SIG4,1,15,2.54111e-15,0.00254111,0.0078,0.0056
/+INB1,/SIG5,1,15,6.91726e-15,0.00691726,0.0046,0.0037
/+INB1,/SIG6,1,15,5.4291e-15,0.0054291,0.0043,0.0033
/+INB1,/SIG7,1,15,3.41997e-15,0.00341997,0.0055,0.0034
/+INB1,/SIG8,1,15,2.38659e-15,0.00238659,0.0067,0.0026
/+INB1,/SIG9,1,15,3.53245e-15,0.00353245,0.0092,0.0036
/+INB1,/SWDCLK,1,1,3.35605e-16,0.000335605,0.0044,0.0011
/+INB1,/SWDCLK_IN,1,4,1.11399e-15,0.00111399,0.0046,0.0015
/+INB1,/SWDIO,1,1,3.31347e-16,0.000331347,0.0047,0.0007
/+INB1,/SWDIO_IN,1,7,1.56366e-15,0.00156366,0.0048,0.0018
/+INB1,/TP1,1,1,3.65656e-16,0.000365656,0.0087,0.0012
/+INB1,/TP2,1,7,1.14902e-15,0.00114902,0.0048,0.0022
/+INB1,/TP3,1,2,5.76027e-16,0.000576027,0.0051,0.0014
/+INB1,/USB_DN,1,12,3.26715e-15,0.00326715,0.0093,0.0033
/+INB1,/USB_DP,1,12,3.41696e-15,0.00341696,0.0055,0.0039
/+INB1,/VBAT,1,25,2.81789e-15,0.00281789,0.0091,0.0142
/+INB1,/VBUS,1,21,3.3772e-15,0.0033772,0.0118,0.0071
/+INB1,/VREF,1,4,5.55878e-16,0.000555878,0.0664,0.0014
/+INB1,/Vin,1,12,1.10652e-15,0.00110652,0.0096,0.0032
/+INB1,/Vin_B,1,10,3.12207e-15,0.00312207,0.0064,0.0021
/+INB1,/Vout_1V8,1,135,1.19552e-14,0.0119552,0.1152,0.9073
/+INB1,/Vout_3V3,1,1590,5.33689e-14,0.0533689,9.0558,97.8893
/+INB1,/XC1,1,11,6.31471e-15,0.00631471,1.0179,0.0132
/+INB1,/XC2,1,11,5.57739e-15,0.00557739,0.011,0.0081
/+INB1,/nRESET,1,8,5.26253e-16,0.000526253,0.0084,0.0049
/+INB1,/nRESET_IN,1,22,1.80612e-15,0.00180612,0.0105,0.0199
/+INB1,/out_5V,1,10,4.1947e-15,0.0041947,0.0098,0.0064
/+INB1,GND,1,6014,-2.61615e-13,-0.261615,38.1157,1646.71
/+INB1,MUX_OUT,1,8,8.77037e-16,0.000877037,0.9022,0.012
/+INB1,N/C,1,10,2.76276e-15,0.00276276,0.0077,0.0037
/+INB1,Net-(C44-Pad1),1,10,2.54376e-16,0.000254376,0.007,0.0072
/+INB1,Net-(C8102-Pad1),1,1,5.23671e-16,0.000523671,0.007,0.0021
/+INB1,Net-(C8112-Pad1),1,1,2.8519e-16,0.00028519,0.0071,0.0022
/+INB1,Net-(C812-Pad1),1,1,1.70398e-14,0.0170398,0.0058,0.001
/+INB1,Net-(C8122-Pad1),1,1,2.45672e-16,0.000245672,0.0078,0.0008
/+INB1,Net-(C8132-Pad1),1,1,2.72748e-16,0.000272748,0.0079,0.0031
/+INB1,Net-(C8142-Pad1),1,1,2.57466e-16,0.000257466,0.0096,0.0007
/+INB1,Net-(C8152-Pad1),1,1,2.34909e-16,0.000234909,0.008,0.0009
/+INB1,Net-(C8162-Pad1),1,1,2.02168e-16,0.000202168,0.0074,0.001
/+INB1,Net-(C822-Pad1),1,1,7.7776e-16,0.00077776,0.0137,0.0007
/+INB1,Net-(C832-Pad1),1,1,5.03566e-16,0.000503566,0.009,0.0009
/+INB1,Net-(C842-Pad1),1,1,3.1165e-16,0.00031165,0.009,0.0007
/+INB1,Net-(C852-Pad1),1,1,7.16388e-16,0.000716388,0.0076,0.0007
/+INB1,Net-(C862-Pad1),1,1,6.57126e-16,0.000657126,0.013,0.0007
/+INB1,Net-(C872-Pad1),1,1,3.5778e-16,0.00035778,0.0066,0.0005
/+INB1,Net-(C882-Pad1),1,1,2.88133e-16,0.000288133,0.0079,0.0005
/+INB1,Net-(C892-Pad1),1,1,3.87101e-16,0.000387101,0.0087,0.0008
/+INB1,Net-(D101-B),1,2,4.65013e-16,0.000465013,0.0076,0.0019
/+INB1,Net-(D101-G),1,2,4.98754e-16,0.000498754,0.0062,0.0011
/+INB1,Net-(D101-R),1,2,4.76444e-16,0.000476444,0.0072,0.0013
/+INB1,Net-(JP111-A),1,6,7.11738e-16,0.000711738,0.0096,0.0017
/+INB1,Net-(U111-REF),1,9,6.67614e-16,0.000667614,0.007,0.0029
/+INB1,Net-(U121-ANT),1,2,3.61595e-16,0.000361595,0.0066,0.0014
/+INB1,Net-(U31-SW),1,10,7.07943e-16,0.000707943,0.0076,0.0034
/+INB1,Net-(U31-VOS),1,13,9.45551e-16,0.000945551,0.0061,0.0038
/+INB1,Net-(U31-VSET),1,1,4.60313e-16,0.000460313,0.0074,0.0006
/+INB1,Net-(U41-IN+),1,4,8.16476e-16,0.000816476,0.0058,0.0014
/+INB1,Net-(U41-IN-),1,5,1.09183e-15,0.00109183,0.0059,0.0014
/+INB1,Net-(U93-D),1,10,2.68933e-16,0.000268933,0.0085,0.0029
/+INB1,OBJ-1,1,3,8.5051e-16,0.00085051,0.0065,0.001
/+INB1,OBJ-2,1,1,1.86848e-16,0.000186848,0.0057,0.0007
/+INB1,OBJ-3,1,1,1.85448e-16,0.000185448,0.0124,0.0006
/+INB1,OBJ-4,1,12,2.85398e-15,0.00285398,0.006,0.0038
/+INB1,OBJ-5,1,8,9.17822e-16,0.000917822,0.0075,0.0026
/+INB1,unconnected-(H61-Pad6),1,3,6.88381e-16,0.000688381,0.0056,0.0011
/+INB1,unconnected-(H61-Pad7),1,3,7.39741e-16,0.000739741,0.0068,0.0011
/+INB1,unconnected-(H61-Pad8),1,3,6.85251e-16,0.000685251,0.009,0.0008
/+INB1,unconnected-(J51-SBU1-PadA8),1,2,3.97454e-16,0.000397454,0.0062,0.0008
/+INB1,unconnected-(J51-SBU2-PadB8),1,2,3.7073e-16,0.00037073,0.0062,0.0006
/+INB1,unconnected-(SW11-C-Pad1),1,2,5.86453e-16,0.000586453,0.0061,0.0006
/+INB1,unconnected-(U121-DCC-PadB3),1,1,9.97961e-17,9.97961e-05,0.0069,0.0009
/+INB1,unconnected-(U121-DCCH-PadAB2),1,1,1.07394e-16,0.000107394,0.0064,0.0007
/+INB1,unconnected-(U121-DEC2-PadA18),1,1,9.8755e-17,9.8755e-05,0.0064,0.0005
/+INB10,/+INB11,1,1,5.08523e-16,0.000508523,0.0086,0.0005
/+INB10,/+INB12,1,1,3.38219e-16,0.000338219,0.0081,0.0035
/+INB10,/+INB13,1,1,5.90932e-16,0.000590932,0.0046,0.0008
/+INB10,/+INB14,1,1,6.92157e-16,0.000692157,0.0077,0.0007
/+INB10,/+INB15,1,1,4.7802e-16,0.00047802,0.0072,0.0012
/+INB10,/+INB16,1,1,3.0255e-16,0.00030255,0.0071,0.0007
/+INB10,/+INB2,1,1,3.20992e-16,0.000320992,0.0075,0.0006
/+INB10,/+INB3,1,1,3.0257e-16,0.00030257,0.0069,0.0006
/+INB10,/+INB4,1,1,2.39191e-16,0.000239191,0.0076,0.001
/+INB10,/+INB5,1,1,4.78418e-16,0.000478418,0.0069,0.0006
/+INB10,/+INB6,1,1,6.76766e-16,0.000676766,0.0076,0.0006
/+INB10,/+INB7,1,1,3.96383e-16,0.000396383,0.0066,0.0006
/+INB10,/+INB8,1,1,3.02469e-16,0.000302469,0.0066,0.0006
/+INB10,/+INB9,1,1,6.76993e-16,0.000676993,0.0066,0.0005
/+INB10,/-INA1,1,2,5.79854e-16,0.000579854,0.0067,0.0009
/+INB10,/-INA10,1,2,9.61954e-15,0.00961954,0.0143,0.0012
/+INB10,/-INA11,1,2,1.07557e-15,0.00107557,0.0072,0.0007
/+INB10,/-INA12,1,2,5.93507e-16,0.000593507,0.0066,0.0015
/+INB10,/-INA13,1,2,1.00853e-15,0.00100853,0.0072,0.0007
/+INB10,/-INA14,1,2,1.3025e-15,0.0013025,0.0045,0.0009
/+INB10,/-INA15,1,2,8.50187e-16,0.000850187,0.0068,0.0007
/+INB10,/-INA16,1,2,5.41454e-16,0.000541454,0.0077,0.0007
/+INB10,/-INA2,1,2,6.20324e-16,0.000620324,0.0075,0.0007
/+INB10,/-INA3,1,2,5.44794e-16,0.000544794,0.0073,0.0005
/+INB10,/-INA4,1,2,4.30359e-16,0.000430359,0.0069,0.0005
/+INB10,/-INA5,1,2,9.45284e-16,0.000945284,0.0069,0.001
/+INB10,/-INA6,1,2,1.21598e-15,0.00121598,0.0073,0.0007
/+INB10,/-INA7,1,2,8.10894e-16,0.000810894,0.007,0.0022
/+INB10,/-INA8,1,2,5.34331e-16,0.000534331,0.007,0.0009
/+INB10,/-INA9,1,2,1.48925e-15,0.00148925,0.0121,0.001
/+INB10,/-INB1,1,12,2.28972e-15,0.00228972,0.0058,0.0051
/+INB10,/-INB10,1,18,2.74526e-14,0.0274526,0.012,0.0111
/+INB10,/-INB11,1,16,3.97681e-15,0.00397681,0.0062,0.0089
/+INB10,/-INB12,1,13,3.06077e-15,0.00306077,0.0068,0.0039
/+INB10,/-INB13,1,7,2.45513e-15,0.00245513,0.0069,0.0018
/+INB10,/-INB14,1,6,2.41551e-15,0.00241551,0.0071,0.0016
/+INB10,/-INB15,1,1,8.05323e-16,0.000805323,0.0068,0.0009
/+INB10,/-INB16,1,13,2.88011e-15,0.00288011,0.006,0.0033
/+INB10,/-INB2,1,9,1.64591e-15,0.00164591,0.017,0.005
/+INB10,/-INB3,1,9,1.3931e-15,0.0013931,0.0095,0.0024
/+INB10,/-INB4,1,16,1.83595e-15,0.00183595,0.009,0.0089
/+INB10,/-INB5,1,13,5.42466e-15,0.00542466,0.0059,0.003
/+INB10,/-INB6,1,10,2.25545e-15,0.00225545,0.011,0.0033
/+INB10,/-INB7,1,12,2.74113e-15,0.00274113,0.0093,0.0036
/+INB10,/-INB8,1,14,2.16232e-15,0.00216232,0.0124,0.0059
/+INB10,/-INB9,1,9,2.45619e-15,0.00245619,0.0083,0.0026
/+INB10,/0V9_F,1,9,1.52439e-15,0.00152439,0.0065,0.0023
/+INB10,/2V0_F,1,4,3.00387e-15,0.00300387,0.0099,0.0016
/+INB10,/2V0_O,1,11,4.3442e-15,0.0043442,0.0083,0.004
/+INB10,/ADC_CS,1,2,6.36041e-16,0.000636041,0.0087,0.0013
/+INB10,/ADC_MISO,1,1,4.61978e-16,0.000461978,0.0172,0.0007
/+INB10,/ADC_MOSI,1,1,5.85052e-16,0.000585052,0.0118,0.0009
/+INB10,/ADC_SCLK,1,3,7.90253e-16,0.000790253,0.009,0.0039
/+INB10,/CC1,1,11,3.4989e-16,0.00034989,0.0066,0.0042
/+INB10,/CC2,1,1,3.2492e-16,0.00032492,0.0067,0.0011
/+INB10,/DEC1,1,1,2.59407e-16,0.000259407,0.0085,0.0021
/+INB10,/DEC3,1,3,4.50391e-16,0.000450391,0.0079,0.0013
/+INB10,/DEC4_6,1,14,9.36454e-16,0.000936454,0.0099,0.0055
/+INB10,/DEC5,1,3,4.35361e-16,0.000435361,0.0079,0.0008
/+INB10,/DECUSB,1,3,4.87179e-16,0.000487179,0.0089,0.0008
/+INB10,/LB,1,12,1.13915e-15,0.00113915,0.0104,0.0034
/+INB10,/LG,1,2,4.32938e-16,0.000432938,0.0069,0.0012
/+INB10,/LR,1,9,7.20966e-16,0.000720966,0.0066,0.0022
/+INB10,/MUX_MID1,1,25,3.04356e-15,0.00304356,0.0098,0.0103
/+INB10,/MUX_MID2,1,10,4.90976e-15,0.00490976,0.0085,0.0025
/+INB10,/OUTA1,1,1,3.67184e-16,0.000367184,0.0084,0.0006
/+INB10,/OUTA10,1,1,4.25084e-15,0.00425084,0.0052,0.0019
/+INB10,/OUTA11,1,1,7.25824e-16,0.000725824,0.0048,0.0008
/+INB10,/OUTA12,1,1,3.75359e-16,0.000375359,0.0091,0.0007
/+INB10,/OUTA13,1,1,6.4689e-16,0.00064689,0.0055,0.0006
/+INB10,/OUTA14,1,1,8.80172e-16,0.000880172,0.0101,0.0019
/+INB10,/OUTA15,1,1,5.29558e-16,0.000529558,0.0088,0.0007
/+INB10,/OUTA16,1,1,3.41924e-16,0.000341924,0.0081,0.0006
/+INB10,/OUTA2,1,1,3.95926e-16,0.000395926,0.0087,0.0006
/+INB10,/OUTA3,1,1,3.53029e-16,0.000353029,0.0116,0.0006
/+INB10,/OUTA4,1,1,2.7717e-16,0.00027717,0.0087,0.0008
/+INB10,/OUTA5,1,1,6.39919e-16,0.000639919,0.0082,0.0005
/+INB10,/OUTA6,1,1,8.04895e-16,0.000804895,0.0088,0.0007
/+INB10,/OUTA7,1,1,5.29489e-16,0.000529489,0.0121,0.0007
/+INB10,/OUTA8,1,1,3.41219e-16,0.000341219,0.0087,0.0005
/+INB10,/OUTA9,1,1,1.02468e-15,0.00102468,0.0077,0.0006
/+INB10,/P0.00{slash}XL1,1,10,4.22284e-15,0.00422284,0.0081,0.0023
/+INB10,/P0.01{slash}XL2,1,3,5.43298e-16,0.000543298,0.0081,0.0009
/+INB10,/P0.02{slash}AIN0,1,1,8.48652e-17,8.48652e-05,0.0046,0.0008
/+INB10,/P0.03{slash}AIN1,1,1,8.49768e-17,8.49768e-05,0.0056,0.0008
/+INB10,/P0.04,1,11,2.51119e-15,0.00251119,0.0092,0.0052
/+INB10,/P0.05,1,7,2.57292e-16,0.000257292,0.0048,0.002
/+INB10,/P0.06,1,1,1.80704e-16,0.000180704,0.0104,0.0009
/+INB10,/P0.07,1,11,5.52063e-15,0.00552063,0.0054,0.0033
/+INB10,/P0.08,1,1,8.94992e-17,8.94992e-05,0.0081,0.0006
/+INB10,/P0.09{slash}NFC1,1,1,8.39227e-17,8.39227e-05,0.0076,0.0006
/+INB10,/P0.10{slash}NFC2,1,1,8.36459e-17,8.36459e-05,0.0081,0.0007
/+INB10,/P0.11,1,1,8.95669e-17,8.95669e-05,0.0082,0.0006
/+INB10,/P0.12,1,1,9.0165e-17,9.0165e-05,0.0115,0.0007
/+INB10,/P0.14,1,1,8.91736e-17,8.91736e-05,0.0055,0.0007
/+INB10,/P0.16,1,1,8.87395e-17,8.87395e-05,0.0059,0.0005
/+INB10,/P0.19,1,1,8.78808e-17,8.78808e-05,0.0063,0.0006
/+INB10,/P0.20,1,1,8.79652e-17,8.79652e-05,0.0051,0.0005
/+INB10,/P0.21,1,1,8.74561e-17,8.74561e-05,0.0057,0.0005
/+INB10,/P0.22,1,1,8.75377e-17,8.75377e-05,0.0054,0.0026
/+INB10,/P0.23,1,1,8.70345e-17,8.70345e-05,0.0119,0.0034
/+INB10,/P0.24,1,1,8.71135e-17,8.71135e-05,0.0047,0.0008
/+INB10,/P0.25,1,1,8.6616e-17,8.6616e-05,0.009,0.0031
/+INB10,/P0.26,1,10,2.44268e-15,0.00244268,0.0095,0.0049
/+INB10,/P0.27,1,10,1.87824e-15,0.00187824,0.0046,0.0026
/+INB10,/P0.28{slash}AIN4,1,1,8.53606e-17,8.53606e-05,0.009,0.0036
/+INB10,/P0.29{slash}AIN5,1,1,8.52461e-17,8.52461e-05,0.0047,0.0009
/+INB10,/P0.30{slash}AIN6,1,1,8.57467e-17,8.57467e-05,0.0083,0.0006
/+INB10,/P0.31{slash}AIN7,1,1,8.56292e-17,8.56292e-05,0.0049,0.0011
/+INB10,/P1.00,1,1,8.66923e-17,8.66923e-05,0.0047,0.0005
/+INB10,/P1.01,1,1,8.55732e-17,8.55732e-05,0.0056,0.0007
/+INB10,/P1.02,1,18,7.4611e-15,0.0074611,0.0096,0.0103
/+INB10,/P1.05,1,1,8.50118e-17,8.50118e-05,0.0042,0.0008
/+INB10,/P1.06,1,1,8.44763e-17,8.44763e-05,0.0084,0.001
/+INB10,/P1.08,1,7,3.16786e-16,0.000316786,0.0084,0.0024
/+INB10,/P1.09,1,1,2.35259e-16,0.000235259,0.0042,0.0007
/+INB10,/P1.10,1,1,8.3365e-17,8.3365e-05,0.0085,0.002
/+INB10,/P1.11,1,1,8.38397e-17,8.38397e-05,0.007,0.0006
/+INB10,/P1.12,1,1,8.42164e-17,8.42164e-05,0.0049,0.0007
/+INB10,/P1.13,1,1,8.41105e-17,8.41105e-05,0.0048,0.0008
/+INB10,/P1.14,1,1,8.45954e-17,8.45954e-05,0.004,0.0005
